KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
1801.01,14.532271,3.36,0.109,636,0.18,0,1.35,0.02,0.11,-0.16,0.14,1.2,40.2,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,14.53,0.559,1.402,-2.07,2.23,-0.41,0.25,0.45,0.04,0.22,0,0,0,0,tran,2012
1802.01,5.2486805,2.37,0.06,1036,1.16,1.21,-0.56,0.16,0.07,0.11,0.19,1.6,30.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.86,5.25,0.81,1.961,-2.3,0.81,-0.64,0.28,0.58,0.01,0.24,0,0,0,0,tran,2012
1803.01,4.5392865,4.45,0.053,1220,2.5,1.03,-0.29,-99,-99,-99,-99,-99,38.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,4.54,0.4,1.023,-2.13,0.23,-0.66,0.31,0.71,0.02,0.28,0,0,0,0,tran,2012
1805.01,6.9413435,6.45,0.078,1168,1.14,0.02,-0.45,0,0.05,-0.18,0.16,1.1,36.1,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.14,6.94,1.094,2.696,-2.28,4.21,-0.52,0.17,0.3,0,0.14,0,0,0,0,tran,2012
1805.02,31.7822581,4.97,0.214,705,3.55,0.34,15.21,-0.06,0.13,0.1,0.43,0.3,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.93,31.78,1.094,2.696,-2.12,3.07,-0.32,0.21,0.38,0.03,0.19,0,0,0,0,tran,2012
1805.03,4.3627411,3.4,0.057,1366,0.47,0.04,-1.5,-0.16,0.07,-0.29,0.18,2.1,-99,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.09,1.79,4.36,1.094,2.696,-2.3,1.59,-0.78,0.26,0.51,0,0.21,0,0,0,0,tran,2012
1808.01,89.192842,3.82,0.393,449,1.01,0,-1.72,0,0.2,0.11,0.53,0.2,34.9,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,89.19,1.016,2.444,-1.85,2.79,-0.06,0.23,0.4,0.16,0.27,0,0,0,0,tran,2012
1809.01,13.0939216,2.41,0.109,735,0.41,0.55,0.7,-0.41,0.34,0.1,0.34,1.2,34.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,13.09,0.664,1.637,-2.15,0.73,-0.43,0.3,0.6,0.03,0.26,0,0,0,0,tran,2012
1809.02,4.9153784,1.45,0.057,1017,1.2,0.02,-1.57,-0.16,0.14,-0.33,0.32,1.3,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,4.92,0.664,1.637,-2.25,-0.08,-0.91,0.29,0.83,0.01,0.29,0,0,0,0,tran,2012
1812.01,0.805263,4.57,0.017,2073,1.85,0,2.23,-0.02,0.09,0.31,0.17,1.9,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.01,0.81,0.949,2.28,-2.4,3.51,-0.89,0.19,0.34,0,0.15,0,0,0,0,tran,2012
1813.01,9.7678048,3.12,0.086,812,0.47,0.09,0.88,-0.01,0.07,0.22,0.19,1.2,32.1,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,9.77,0.675,1.679,-2.18,1.68,-0.53,0.26,0.5,0.02,0.22,0,0,0,0,tran,2012
1814.01,14.8001191,4.45,0.132,980,1.01,0,-0.95,-0.01,0.21,-0.01,0.29,0.1,32,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.95,14.8,1.467,3.439,-2.35,3.16,-0.54,0.2,0.37,0.01,0.17,0,0,0,0,tran,2012
1815.01,3.1268651,5.28,0.041,1423,1.64,0.22,-0.79,0.04,0.06,-0.06,0.15,0.5,31.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,3.13,0.367,0.947,-2.14,0.23,-0.7,0.31,0.71,0.01,0.27,0,0,0,0,tran,2012
1816.01,10.2406046,4.17,0.079,620,0.49,0.81,-0.19,0.03,0.08,0.17,0.09,1.8,30.9,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.15,10.24,0.545,1.365,-2.12,4.29,-0.19,0.17,0.3,0.03,0.15,0,0,0,0,tran,2012
1818.01,16.8773422,3.41,0.126,716,0.83,1.04,1.86,0.09,0.15,0.12,0.11,1.2,30.1,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,16.88,0.804,1.98,-2.16,2.33,-0.47,0.24,0.44,0.03,0.21,0,0,0,0,tran,2012
1819.01,12.0570861,1.61,0.093,608,4.66,0.39,2.28,-0.06,0.2,-0.23,0.13,1.8,29.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.69,12.06,0.541,1.346,-2.1,0.39,-0.48,0.31,0.67,0.04,0.28,0,0,0,0,tran,2012
1820.01,4.3372377,3.76,0.05,1341,1.19,1.43,-0.4,-0.14,0.24,0.03,0.23,0.6,28.7,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.92,1.72,4.34,0.981,2.435,-2.28,2.07,-0.8,0.24,0.47,0,0.2,0,0,0,0,tran,2012
1820.02,1.6538975,2.29,0.027,1825,2.04,0.55,-1.02,0.26,0.43,-0.54,0.56,1.1,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,1.65,0.981,2.435,-2.31,0.38,-0.96,0.28,0.67,0,0.26,0,0,0,0,tran,2012
1822.01,150.8811369,3.12,0.534,397,1.77,1.29,-0.63,0.28,0.25,-0.17,0.48,1,28,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,150.88,1.188,2.864,-1.73,2.33,-0.06,0.26,0.44,0.23,0.33,0,0,0,0,tran,2012
1824.01,3.5538011,1.97,0.047,1414,1.55,0.04,0.51,-0.45,0.51,0.27,0.61,1,27.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,3.55,1.208,2.908,-2.37,0.45,-0.87,0.28,0.66,0,0.25,0,0,0,0,tran,2012
1824.02,1.678338,1.75,0.029,1800,0.71,0.63,1.32,-0.38,0.18,-0.31,0.43,1.6,-99,,,,,,,,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.42,1.6,1.68,1.208,2.908,-2.39,0.24,-1.02,0.28,0.71,0,0.26,0,0,0,0,tran,2012
1825.01,13.5226036,4.46,0.112,898,1.52,0.06,2.26,-0.1,0.09,-0.1,0.11,1.4,27.3,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,13.52,1.039,2.58,-2.21,2.98,-0.5,0.21,0.38,0.01,0.18,0,0,0,0,tran,2012
1826.01,134.2518833,2.08,0.488,314,0.05,1.4,-0.23,-0.39,0.35,-0.94,0.57,1.9,27,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.91,134.25,0.756,1.838,-1.44,0.97,0.23,0.36,0.56,0.41,0.48,0,0,0,0,tran,2012
1828.01,99.7469406,3.95,0.4,377,0.12,0.41,0.19,-0.07,0.11,-0.21,0.18,1.3,26.5,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,2,99.75,0.848,2.095,-1.71,3.42,0.14,0.21,0.35,0.23,0.29,0,0,0,0,tran,2012
1829.01,22.8414539,28.57,0.148,529,2.46,0.3,0,0.25,0.09,-0.06,0.12,2.9,26.5,,,,,,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.57,4.08,22.84,0.53,1.328,-1.96,23.96,1.63,0.04,0.07,0.09,0.08,0,0,0,0,tran,2012
1830.01,13.2269189,1.76,0.093,543,1.8,0,-1.64,0.21,0.56,0.22,0.29,0.7,26.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.86,13.23,0.498,1.256,-2.05,0.82,-0.32,0.31,0.58,0.05,0.26,0,0,0,0,tran,2012
1831.01,51.8040266,2.52,0.259,391,0.38,0.81,-0.29,-0.4,0.18,0.19,0.35,2,25.7,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,51.8,0.486,1.218,-1.62,0.88,0.09,0.35,0.57,0.28,0.41,0,0,0,0,tran,2012
1831.03,34.2069036,1.35,0.196,449,0.09,0.09,-4.5,-0.18,0.46,1.23,0.73,1.7,-99,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,34.21,0.486,1.218,-1.79,-0.15,-0.59,0.35,0.87,0.17,0.41,0,0,0,0,tran,2012
1832.01,4.5444748,2.95,0.051,1075,1.78,0.62,2.75,0.03,0.11,-0.05,0.07,0.7,25.4,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,4.54,0.743,1.827,-2.27,1.68,-0.7,0.26,0.5,0.01,0.21,0,0,0,0,tran,2012
1832.02,12.7621206,2.55,0.102,760,1.57,1.62,0,-0.06,0.1,0.45,0.38,1.2,-99,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,12.76,0.743,1.827,-2.18,0.98,-0.41,0.29,0.56,0.02,0.24,0,0,0,0,tran,2012
1832.03,38.7158545,2.79,0.214,525,0.62,0.02,-0.26,0.41,0.49,-0.09,0.87,0.8,-99,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,38.72,0.743,1.827,-1.97,1.33,-0.2,0.3,0.53,0.09,0.28,0,0,0,0,tran,2012
1833.01,3.6929732,1.4,0.038,694,0.67,0.44,0.98,0.02,0.19,0.01,0.16,0.2,25.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,3.69,0.286,0.745,-2.07,0.11,-0.67,0.31,0.75,0.02,0.29,0,0,0,0,tran,2012
1835.01,4.5803385,3.11,0.054,1222,1.75,0.1,-2.6,-0.11,0.14,0.08,0.27,0.7,24.2,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.75,4.58,1.085,2.748,-2.24,2.21,-0.8,0.24,0.46,0,0.2,0,0,0,0,tran,2012
1835.02,2.2483077,2.69,0.033,1564,0.34,0.41,-1.51,-0.08,0.1,0.41,0.13,3.2,14.4,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.11,1.8,2.25,1.085,2.748,-2.26,1.54,-0.87,0.26,0.51,0,0.21,0,0,0,0,tran,2012
1835.03,6.7669115,3.08,0.07,1074,0.03,0.01,-0.06,0.05,0.44,0.5,0.98,0.5,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.75,6.77,1.085,2.748,-2.22,2.18,-0.74,0.24,0.46,0,0.2,0,0,0,0,tran,2012
1837.01,34.1732519,2.67,0.195,492,1.47,1.62,-0.3,0.17,0.3,0.15,0.6,0.5,23.9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,34.17,0.538,1.351,-1.85,0.88,-0.08,0.33,0.57,0.14,0.32,0,0,0,0,tran,2012
1838.01,16.7369546,2.5,0.112,463,5.76,1.73,0.66,0.16,0.15,0.02,0.26,1.1,23.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,16.74,0.301,0.782,-1.79,0.79,-0.08,0.34,0.59,0.16,0.34,0,0,0,0,tran,2012
1839.01,9.5906328,4.94,0.085,1077,1.89,1.7,4.14,-0.24,0.28,0.16,0.23,1.1,23.4,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,2.01,9.59,1.226,3.044,-2.25,3.49,-0.55,0.19,0.35,0.01,0.16,0,0,0,0,tran,2012
1840.01,7.0393236,4,0.073,999,0.95,0.42,-0.5,0.16,0.06,0.1,0.15,2,23.2,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.89,7.04,0.917,2.221,-2.29,2.89,-0.6,0.21,0.39,0.01,0.18,0,0,0,0,tran,2012
1841.01,49.6080472,2.05,0.236,385,0.35,0.27,1.09,-0.33,0.22,0.01,0.41,1.5,23.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,49.61,0.508,1.281,-1.69,0.79,0.02,0.35,0.59,0.24,0.39,0,0,0,0,tran,2012
1842.01,16.841896,2.67,0.124,663,0.4,0.23,-1.19,0,0.42,-0.09,0.46,0.2,23.1,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,16.84,0.659,1.636,-2.1,0.98,-0.31,0.3,0.56,0.04,0.25,0,0,0,0,tran,2012
1843.01,4.1945252,1.35,0.041,578,0.32,0.55,-0.29,0.02,0.12,-0.09,0.22,0.4,23.1,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.22,1.25,4.19,0.174,0.467,-1.91,-0.16,-0.73,0.33,0.88,0.07,0.34,0,0,0,0,tran,2012
1843.02,6.3560063,0.84,0.055,499,0.06,0.02,-0.19,0.63,0.5,-0.24,2.05,0.8,-99,,,,,,,,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.8,0.8,6.36,0.174,0.467,-1.82,-0.38,-1.04,0.32,0.89,0.12,0.37,0,0,0,0,tran,2012
1845.01,1.9703213,4.26,0.03,1641,1.61,0.06,2.18,-0.14,0.16,0.04,0.2,0.9,22.8,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,1.97,0.372,0.957,-2.18,-0.01,-0.89,0.3,0.8,0.01,0.28,0,0,0,0,tran,2012
1845.02,5.0582278,58.05,0.057,1190,1.51,0.09,0,-0.09,0.26,-0.09,0.25,0.5,-99,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.62,3.6,5.06,0.372,0.957,-2.1,16.83,0.76,0.06,0.09,0.02,0.06,0,0,0,0,tran,2012
1847.01,26.8533589,2.5,0.162,513,0.11,0.04,0.38,0,0.35,-0.32,0.29,1.1,22.3,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,26.85,0.549,1.378,-1.93,0.98,-0.13,0.32,0.56,0.1,0.29,0,0,0,0,tran,2012
1848.01,49.6247295,2.32,0.268,517,2.87,0,-0.08,0.18,0.17,0.45,0.34,1.5,22.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,49.62,0.919,2.211,-2,0.79,-0.19,0.32,0.59,0.09,0.3,0,0,0,0,tran,2012
1849.01,8.0880343,2.43,0.074,700,0.72,0.2,1.26,-0.07,0.11,-0.04,0.18,0.6,22.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,8.09,0.437,1.104,-2.09,0.79,-0.38,0.31,0.59,0.03,0.26,0,0,0,0,tran,2012
1850.01,11.5512818,1.93,0.097,730,8.58,1.25,-0.32,-0.35,0.17,-0.17,0.19,2.2,22.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,11.55,0.716,1.746,-2.19,0.55,-0.52,0.3,0.63,0.02,0.26,0,0,0,0,tran,2012
1851.01,4.469763,2.18,0.053,1025,0.43,1.08,0.17,0.04,0.14,0.02,0.12,0.4,22.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,4.47,0.738,1.799,-2.29,0.69,-0.67,0.29,0.61,0.01,0.24,0,0,0,0,tran,2012
1852.01,15.773779,2.5,0.126,763,3.94,0.16,2.11,0.29,0.19,0.18,0.32,1.5,22.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.86,15.77,0.817,1.992,-2.18,0.82,-0.42,0.3,0.58,0.03,0.25,0,0,0,0,tran,2012
1853.01,60.0855588,1.97,0.304,466,0.5,0.01,0.84,-0.32,0.94,-0.21,0.74,0.4,22,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.75,60.09,0.868,2.094,-1.91,0.52,-0.21,0.33,0.64,0.13,0.33,0,0,0,0,tran,2012
1854.01,43.0325216,3.19,0.236,573,5.29,1.2,0.92,-0.41,0.25,-0.39,0.44,1.6,21.7,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.96,1.74,43.03,0.943,2.336,-2.02,1.92,-0.35,0.26,0.48,0.07,0.25,0,0,0,0,tran,2012
1856.01,46.2949421,4.33,0.249,581,1.39,0.3,1.53,-0.12,0.14,0.21,0.25,1.1,21.7,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.94,46.29,1.048,2.625,-2.02,3.11,-0.2,0.21,0.37,0.06,0.2,0,0,0,0,tran,2012
1857.01,88.6457809,2.58,0.381,370,2.51,0.02,-0.63,-0.06,0.41,-0.16,0.39,0.4,21.6,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,88.65,0.693,1.695,-1.61,1.16,0.1,0.34,0.54,0.3,0.41,0,0,0,0,tran,2012
1858.01,116.3322278,4.33,0.458,352,2.21,0.46,1.55,-0.12,0.14,-0.03,0.22,0.8,21.5,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,116.33,0.681,1.681,-1.46,2.98,0.21,0.23,0.38,0.4,0.39,0,0,0,0,tran,2012
1858.02,86.0477003,1.99,0.375,389,0.05,-99,0.12,1.48,0.59,-4.05,2.99,1.5,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,86.05,0.681,1.681,-1.63,0.36,-0.12,0.37,0.68,0.28,0.45,0,0,0,0,tran,2012
1860.01,6.3194388,2.44,0.066,1010,1.04,0,-0.95,-99,-99,-99,-99,-99,21.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.91,6.32,0.822,2.026,-2.25,0.96,-0.57,0.28,0.56,0.01,0.23,0,0,0,0,tran,2012
1860.02,12.2094198,2.36,0.102,813,0.55,0.48,4.13,2.09,0.23,4.17,0.23,20.5,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,12.21,0.822,2.026,-2.19,0.88,-0.45,0.29,0.57,0.02,0.24,0,0,0,0,tran,2012
1860.03,3.0765077,1.52,0.041,1282,1.47,0.01,-1.7,1.3,0.37,3.62,0.35,11,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.49,3.08,0.822,2.026,-2.3,0.08,-0.93,0.29,0.77,0,0.28,0,0,0,0,tran,2012
1861.01,17.5043892,2.36,0.134,698,3.32,0,2.07,0.62,1.04,0.04,0.47,0.6,21.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,17.5,0.84,2.031,-2.18,0.86,-0.39,0.3,0.57,0.03,0.25,0,0,0,0,tran,2012
1862.01,56.434999,2.39,0.281,437,0.34,1.26,-0.04,-0.29,0.21,0.09,0.71,1,21.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,56.44,0.623,1.535,-1.75,0.69,-0.05,0.35,0.61,0.21,0.38,0,0,0,0,tran,2012
1863.01,33.7888231,2.52,0.211,577,1.37,0.89,-0.1,-0.36,5.46,0.08,2.31,0.1,21.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,33.79,0.855,2.064,-2.07,0.88,-0.24,0.31,0.57,0.06,0.27,0,0,0,0,tran,2012
1864.01,3.2151497,2.67,0.044,1695,3.86,0.01,0.17,-0.34,0.27,-0.33,0.44,1.3,20.6,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.27,1.87,3.22,1.632,4.003,-2.34,1.21,-0.87,0.27,0.54,0,0.22,0,0,0,0,tran,2012
1866.01,105.3079734,3.88,0.439,368,1.79,0.01,-0.48,0.12,0.19,-0.03,0.13,0.7,20.5,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.86,105.31,0.744,1.811,-1.57,2.7,0.1,0.24,0.41,0.33,0.37,0,0,0,0,tran,2012
1867.01,2.5495588,1.21,0.03,719,1.95,0.83,-0.64,0.34,0.46,0.18,0.26,0.9,20.5,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.17,1.18,2.55,0.204,0.544,-2.03,-0.21,-0.89,0.31,0.91,0.03,0.31,0,0,0,0,tran,2012
1867.02,13.9694068,2.15,0.093,408,3.17,0.01,-0.24,0.45,0.3,-0.2,0.47,1.5,14.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,13.97,0.204,0.544,-1.66,0.54,-0.08,0.36,0.64,0.23,0.4,0,0,0,0,tran,2012
1867.03,5.2122754,1.08,0.048,568,0.83,0.43,1.07,0.15,0.38,0.13,0.77,0.3,-99,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.06,1.07,5.21,0.204,0.544,-1.92,-0.28,-0.88,0.32,0.97,0.07,0.34,0,0,0,0,tran,2012
1868.01,17.7606693,2.07,0.11,393,0.37,0,-0.12,-0.16,0.12,-0.16,0.07,2.3,20.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,17.76,0.216,0.573,-1.59,0.45,-0.07,0.38,0.66,0.28,0.44,0,0,0,0,tran,2012
1870.01,7.964294,2.63,0.074,774,1.81,0.03,0.02,0.02,0.15,-0.06,0.21,0.3,20.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,7.96,0.456,1.156,-2.1,0.6,-0.46,0.31,0.62,0.03,0.26,0,0,0,0,tran,2012
1871.01,92.7250314,2.18,0.347,260,0.02,1.7,0.86,-99,-99,-99,-99,-99,20.2,,,,,,,,Warm,Superterran,rocky-water,metals-rich,thermoplanet,1.44,1.78,92.72,0.303,0.788,-0.82,0.61,0.37,0.48,0.62,0.89,0.72,0,1,0,0,tran,2012
1872.01,30.5230943,6.53,0.181,478,0.68,-99,-0.21,0.05,0.11,-0.03,0.16,0.5,20,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.32,30.52,0.552,1.373,-1.9,5.3,0.26,0.15,0.25,0.12,0.18,0,0,0,0,tran,2012
1873.01,71.3094629,5.34,0.348,442,0.79,2.48,-0.42,0.08,0.09,-0.11,0.12,1.3,20,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.11,71.31,0.809,1.956,-1.81,4.03,0.18,0.18,0.31,0.18,0.24,0,0,0,0,tran,2012
1874.01,18.6846472,2.18,0.111,391,0.4,1.92,0.54,0,0.14,-0.1,0.2,0.5,19.9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,18.68,0.257,0.674,-1.67,0.85,0.03,0.35,0.58,0.23,0.38,0,0,0,0,tran,2012
1874.02,7.4163999,1.42,0.06,531,1.72,0.62,-0.58,-0.55,0.61,-0.44,1.19,0.8,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,7.42,0.257,0.674,-1.93,0.08,-0.53,0.33,0.76,0.07,0.32,0,0,0,0,tran,2012
1875.01,9.917207,1.94,0.087,817,3.01,0.09,2.19,-99,-99,-99,-99,-99,19.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,9.92,0.761,1.853,-2.23,0.69,-0.53,0.3,0.61,0.02,0.25,0,0,0,0,tran,2012
1876.01,82.5318596,2.25,0.297,239,0.6,0.21,-1.2,0.2,0.26,0.02,0.14,0.8,19.8,,,,,,,,Warm,Neptunian,water-gas,metals-rich,non-habitable,1.27,1.87,82.53,0.276,0.722,-0.82,1.21,0.47,0.39,0.54,0.9,0.66,0,0,0,0,tran,2012
1877.01,20.1602042,3.27,0.144,755,2.19,1.24,-0.22,0.04,0.28,0.19,0.16,1.2,19.6,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.83,20.16,1.18,3.017,-2.13,2.6,-0.5,0.23,0.42,0.02,0.19,0,0,0,0,tran,2012
1878.01,40.8095314,3.24,0.241,590,0.56,0.02,-1.44,-0.02,0.27,-0.04,0.27,0.2,19.4,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,40.81,1.008,2.427,-2.08,2.03,-0.38,0.25,0.48,0.06,0.24,0,0,0,0,tran,2012
1879.01,22.0851469,3.15,0.127,345,1.85,1.24,-0.17,0.3,0.14,-0.13,0.3,2,19.4,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.12,22.09,0.328,0.882,-1.71,4.12,0.21,0.18,0.31,0.19,0.25,0,0,0,0,tran,2012
1880.01,1.1511671,1.49,0.018,929,0.58,0.33,2,-0.05,0.05,0.12,0.04,2.9,18.4,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,1.15,0.205,0.547,-2.1,-0.02,-0.85,0.31,0.8,0.01,0.29,0,0,0,0,tran,2012
1881.01,28.2668121,2.65,0.166,483,1.58,0,0.54,-0.24,0.23,-0.18,0.29,1.2,19.2,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,28.27,0.52,1.308,-1.9,1.51,-0.19,0.29,0.51,0.11,0.29,0,0,0,0,tran,2012
1882.01,3.7705674,1.5,0.046,1068,3.04,0.56,1.35,0.05,0.18,-0.04,0.34,0.2,19.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,3.77,0.801,1.94,-2.32,0.26,-0.83,0.29,0.71,0,0.27,0,0,0,0,tran,2012
1883.01,2.7072899,1,0.038,1449,1.25,0,-1.57,0.12,0.49,0.17,0.75,0.3,18.9,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.06,1.07,2.71,1.039,2.496,-2.37,-0.28,-1.2,0.27,0.97,0,0.29,0,0,0,0,tran,2012
1884.01,23.1200357,4.06,0.144,510,1.31,-99,0.36,-99,-99,-99,-99,-99,18.8,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,23.12,0.548,1.391,-1.93,3.69,-0.03,0.19,0.33,0.09,0.2,0,0,0,0,tran,2012
1884.02,4.7750412,2.12,0.05,866,0.45,-99,0.79,-0.56,0.46,0.75,0.33,2.5,-99,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.37,1.9,4.78,0.548,1.391,-2.17,1.03,-0.52,0.29,0.55,0.01,0.23,0,0,0,0,tran,2012
1885.01,5.6537173,1.92,0.062,966,1.06,0.69,-0.47,-0.25,0.24,0.16,0.18,1.3,18.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,5.65,0.74,1.802,-2.28,0.38,-0.71,0.29,0.67,0.01,0.26,0,0,0,0,tran,2012
1886.01,5.9918486,2.45,0.068,1389,0.54,0.82,0.27,0.16,0.38,0.96,0.35,2.7,18.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,5.99,1.656,3.971,-2.37,0.88,-0.77,0.27,0.57,0,0.23,0,0,0,0,tran,2012
