KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,S. Name,S. Constellation
835.01,2.941,919,32,113.9362,0.0028,11.76296,0.00024,24,77,0.031,0.021,0.7,1.6,1.6,0.092,485,0.00013,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,11.76,0.377,0.962,-1.97,0.64,-0.29,0.32,0.62,0.07,0.29,0,0,0,0,tran,2011,KOI-835,Cyg
837.01,2.285,815,21,107.6615,0.0035,7.95367,0.00019,26.7,1.3,0.02694,0.00099,0.0149,-,1.8,0.072,625,0.000058,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.69,7.95,0.372,0.951,-2.04,0.4,-0.46,0.32,0.67,0.04,0.28,0,0,0,0,tran,2011,KOI-837,Lyr
837.02,2.3116,338,13,68.9218,0.006,4.14459,0.00011,15.96,0.96,0.0213,0.00091,0.0707,-,1.4,0.047,774,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.22,1.25,4.14,0.372,0.951,-2.13,-0.16,-0.89,0.3,0.88,0.02,0.3,0,0,0,0,tran,2011,KOI-837,Lyr
838.01,2.0055,4352,92,106.0116,0.00083,4.859373,0.000027,12.5,3.7,0.07226,0.00097,0.7,0.21,7.8,0.057,1066,-,3,,,Hot,Jovian,gas,metals-rich,non-habitable,0.68,3,4.86,0.796,1.933,-2.3,10.39,0.01,0.09,0.14,0.01,0.07,0,0,0,0,tran,2011,KOI-838,Cyg
841.01,3.47,2885,35,107.0016,0.003,15.33611,0.00033,34.98,0.96,0.0485,0.0011,0.015,0.01,4,0.118,583,0.000055,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.88,15.34,0.611,1.528,-2.07,2.83,-0.31,0.22,0.4,0.04,0.2,0,0,0,1,tran,2011,KOI-841,Cyg
841.02,4.7489,4056,41,86.4334,0.0028,31.32865,0.00044,54.1,1.1,0.05959,0.00099,0,0.027,4.9,0.191,458,0.000049,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.03,31.33,0.611,1.528,-1.91,3.63,0,0.2,0.34,0.11,0.22,0,0,0,1,tran,2011,KOI-841,Cyg
842.01,3.0857,1131,32,108.3511,0.0028,12.71862,0.00026,28,87,0.032,0.022,0.5,1.8,2.8,0.097,565,0.000062,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.77,12.72,0.337,0.869,-1.92,0.57,-0.27,0.33,0.63,0.09,0.31,0,0,0,0,tran,2011,KOI-842,Cyg
842.02,4.258,1503,31,131.5836,0.0034,36.06539,0.00066,69.7,1.9,0.03655,0.00081,0.0255,-,3.1,0.195,399,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.39,1.91,36.07,0.337,0.869,-1.56,1,0.15,0.35,0.55,0.32,0.42,0,0,0,0,tran,2011,KOI-842,Cyg
843.01,2.8728,2842,149,104.4417,0.00059,4.1904,0.000017,9.1,4.6,0.0531,0.0049,0.65,0.65,6.3,0.052,1169,-,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.18,4.19,0.823,2.006,-2.31,4.46,-0.5,0.17,0.29,0,0.14,0,0,0,0,tran,2011,KOI-843,Cyg
844.01,3.0333,1932,68,104.987,0.0012,3.709881,0.000031,9.73,0.14,0.04117,0.00047,0.0006,-,2.8,0.046,878,0.000027,2,3,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,3.71,0.555,1.378,-2.24,2.42,-0.65,0.23,0.43,0.01,0.19,0,0,0,0,tran,2011,KOI-844,Lyr
845.01,5.7133,931,35,110.2954,0.0042,16.3294,0.00046,16,26,0.0323,0.0095,0.7,1.1,3.6,0.129,701,0.000053,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,16.33,0.751,1.838,-2.15,2.33,-0.45,0.24,0.44,0.03,0.21,0,0,0,0,tran,2011,KOI-845,Lyr
846.01,4.1032,24577,550,119.71309,0.00025,27.807488,0.000048,44.82,0.76,0.16567,0.0008,0.769,0.098,15.3,0.182,534,0.000055,3,,,Hot,Jovian,gas,metals-rich,non-habitable,0.65,3.25,27.81,0.713,1.741,-2.04,12.82,0.86,0.07,0.12,0.07,0.09,0,0,0,0,tran,2011,KOI-846,Cyg
847.01,11.0533,3316,91,136.8967,0.003,80.8711,0.0024,59.0063,0.0017,0.054,0.033,0.0064,-,5.1,0.368,372,0.000029,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.11,80.87,0.637,1.568,-1.59,4.03,0.33,0.19,0.31,0.31,0.31,0,0,0,0,tran,2011,KOI-847,Lyr
849.01,3.315,670,28,103.9345,0.0034,10.35545,0.00024,18,62,0.027,0.018,0.7,1.5,2.8,0.093,750,0.000052,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,10.36,0.603,1.503,-2.14,0.79,-0.44,0.3,0.59,0.02,0.25,0,0,0,0,tran,2011,KOI-849,Lyr
850.01,2.7054,9550,317,109.52167,0.00029,10.526305,0.000022,32.5,6.8,0.0924,0.0042,0.45,0.49,8.7,0.093,704,0.000033,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.51,10.53,0.537,1.342,-2.11,6.53,0.08,0.13,0.21,0.03,0.12,0,0,0,0,tran,2011,KOI-850,Cyg
851.01,2.722,3674,58,102.9729,0.0013,4.583526,0.000042,13.63,0.25,0.05609,0.00073,0.028,0.035,5.5,0.055,989,0.00014,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.82,2.11,4.58,0.656,1.611,-2.26,4.03,-0.46,0.18,0.31,0.01,0.15,0,0,0,0,tran,2011,KOI-851,Cyg
852.01,2.9127,505,20,104.9044,0.0039,3.76179,0.0001,10.2,0.44,0.0221,0.00075,0.0256,-,2.4,0.048,1086,0.000034,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,3.76,0.634,1.572,-2.26,0.5,-0.72,0.29,0.65,0.01,0.25,0,0,0,0,tran,2011,KOI-852,Lyr
853.01,2.7276,962,29,102.6947,0.0025,8.20371,0.00014,21,79,0.029,0.023,0.5,2,2.9,0.077,733,0.000033,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,8.2,0.404,1.032,-2.06,0.6,-0.42,0.31,0.62,0.04,0.27,0,0,0,0,tran,2011,KOI-853,Lyr
853.02,3.2261,450,11,76.4118,0.0093,14.49679,0.00059,30,377,0.021,0.054,0.5,3.6,2.1,0.112,607,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,14.5,0.404,1.032,-1.96,0.07,-0.53,0.33,0.77,0.08,0.33,0,0,0,0,tran,2011,KOI-853,Lyr
854.01,4.1155,1320,14,134.1698,0.0062,56.0517,0.0027,105.3,5.3,0.0357,0.0016,0.002,0.036,1.9,0.217,248,0.000051,3,NoObs,,Warm,Superterran,rocky-water,metals-rich,mesoplanet,1.42,1.61,56.06,0.147,0.398,-0.37,0.26,0.33,0.64,0.71,0.79,0.74,0,1,0,0,tran,2011,KOI-854,Lyr
855.01,5.2392,22662,571,128.78669,0.00024,41.40846,0.00011,72.69,0.13,0.13793,0.00019,0.018,0.01,12.5,0.232,444,0.000024,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.69,2.9,41.41,0.578,1.433,-1.82,9.58,0.87,0.09,0.15,0.16,0.16,0,0,0,0,tran,2011,KOI-855,Cyg
856.01,5.7434,13139,335,105.85507,0.00044,39.74897,0.00013,30,1.5,0.1396,0.0025,0.89,0.11,13.1,0.232,498,0.000032,3,,,Hot,Jovian,gas,metals-rich,non-habitable,0.66,3.15,39.75,0.816,1.974,-2.01,11.84,0.86,0.08,0.12,0.09,0.11,0,0,0,0,tran,2011,KOI-856,Cyg
857.01,2.501,791,34,107.8799,0.0021,5.715374,0.000085,17,81,0.027,0.027,0.3,2.4,2.2,0.061,786,0.00003,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,5.72,0.429,1.086,-2.13,0.47,-0.54,0.31,0.65,0.02,0.27,0,0,0,0,tran,2011,KOI-857,Lyr
858.01,2.458,5299,97,106.98673,0.00068,13.610127,0.000068,24.2,7.3,0.0912,0.0027,0.86,0.26,9.9,0.113,713,-,3,,,Hot,Jovian,gas,metals-rich,non-habitable,0.69,2.94,13.61,0.69,1.7,-2.15,9.91,0.36,0.09,0.15,0.03,0.09,0,0,0,0,tran,2011,KOI-858,Lyr
861.01,1.861,314,22,103.8132,0.0033,2.237565,0.000049,9.37,0.41,0.01774,0.00061,0.0079,-,1.5,0.032,1090,0.000065,3,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.59,2.24,0.456,1.15,-2.23,0.23,-0.81,0.3,0.72,0.01,0.27,0,0,0,0,tran,2011,KOI-861,Lyr
863.01,2.1284,752,32,105.1473,0.0024,3.16792,0.000051,9,29,0.029,0.018,0.7,1.6,2.7,0.043,1109,0.00007,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,3.17,0.684,1.675,-2.3,1.16,-0.68,0.27,0.54,0,0.22,0,0,0,0,tran,2011,KOI-863,Cyg
864.02,4.2836,705,18,121.0857,0.0067,20.05052,0.00067,36.1,1.6,0.0249,0.0009,0.023,0.02,1.8,0.141,509,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,20.05,0.567,1.405,-2.02,0.79,-0.26,0.31,0.59,0.07,0.28,0,0,0,0,tran,2011,KOI-864,Lyr
864.03,1.4038,641,14,119.5789,0.0038,9.76742,0.00019,56,5.3,0.0253,0.0016,0.072,-,1.8,0.087,648,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,9.77,0.567,1.405,-2.14,0.98,-0.38,0.3,0.56,0.03,0.24,0,0,0,0,tran,2011,KOI-864,Lyr
867.01,3.7401,1460,45,113.2774,0.0021,16.08561,0.00025,34.88,0.71,0.03503,0.00057,0.023,0.03,3.4,0.122,600,0.000056,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,16.09,0.49,1.236,-2.01,2.14,-0.36,0.25,0.47,0.06,0.24,0,0,0,0,tran,2011,KOI-867,Cyg
869.01,2.7105,909,19,107.9535,0.0045,7.49,0.00024,18,100,0.03,0.035,0.6,2.2,3.2,0.074,809,0.000067,2,NoObs,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,7.49,0.5,1.261,-2.13,1.16,-0.43,0.29,0.54,0.02,0.24,0,0,0,0,tran,2011,KOI-869,Cyg
869.02,4.245,1447,18,134.2345,0.0067,36.2911,0.0019,37,45,0.0413,0.0097,0.83,0.74,4.3,0.212,478,0.000056,2,NoObs,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,36.28,0.5,1.261,-1.8,1.85,-0.16,0.28,0.49,0.17,0.31,0,0,0,0,tran,2011,KOI-869,Cyg
870.01,2.7731,829,23,105.1871,0.004,5.91213,0.00017,11.9,3.6,0.0298,0.0013,0.53,0.16,3.6,0.062,859,0.000058,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,5.91,0.226,0.601,-1.92,0.29,-0.43,0.33,0.7,0.07,0.31,0,0,0,1,tran,2011,KOI-870,Cyg
870.02,4.3907,987,29,108.6825,0.0043,8.98597,0.00027,21.71,0.84,0.02837,0.00089,0.003,0.01,3.5,0.081,751,0.000058,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.56,8.99,0.226,0.601,-1.83,0.17,-0.39,0.35,0.73,0.12,0.35,0,0,0,1,tran,2011,KOI-870,Cyg
871.01,2.1775,37608,206,112.4222,0.00037,12.940664,0.000033,38.6,2.5,0.2084,0.0044,0.77,0.19,10.9,0.105,531,0.000018,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.62,3.51,12.94,0.702,1.715,-2.17,15.81,0.75,0.06,0.1,0.03,0.06,0,0,0,0,tran,2011,KOI-871,Lyr
872.01,4.3863,6150,128,119.68414,0.00099,33.60167,0.00025,50.2,7.4,0.0842,0.0027,0.69,0.33,7.4,0.199,456,0.00002,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.36,33.6,0.487,1.224,-1.8,5.55,0.39,0.15,0.24,0.17,0.2,0,0,0,1,tran,2011,KOI-872,Lyr
873.01,2.2081,334,19,105.2243,0.0038,4.34761,0.00011,15.47,0.73,0.01882,0.00068,0.0167,-,1.3,0.051,866,0.000076,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,4.35,0.628,1.545,-2.26,0.36,-0.72,0.29,0.68,0.01,0.26,0,0,0,0,tran,2011,KOI-873,Cyg
874.01,2.1926,662,28,102.9798,0.0027,4.601803,0.000083,16.56,0.63,0.02429,0.00071,0.0081,-,2.2,0.053,882,0.00009,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,4.6,0.46,1.165,-2.17,0.6,-0.58,0.3,0.62,0.01,0.25,0,0,0,0,tran,2011,KOI-874,Cyg
875.01,2.9703,2189,99,103.6225,0.00094,4.220936,0.000027,11.42,0.11,0.04377,0.00034,0.014,0.02,2.2,0.042,607,0.00008,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,4.22,0.186,0.5,-1.92,0.89,-0.24,0.32,0.57,0.06,0.27,0,0,0,0,tran,2011,KOI-875,Cyg
877.01,2.2818,1219,32,103.9571,0.0025,5.95487,0.0001,19,78,0.034,0.026,0.4,2.2,2.5,0.055,652,0.000054,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.66,5.95,0.19,0.508,-1.86,0.34,-0.35,0.34,0.68,0.09,0.32,0,0,0,0,tran,2011,KOI-877,Cyg
877.02,2.7065,1091,21,114.2249,0.0037,12.03957,0.00034,35.1,1.6,0.0314,0.0011,0.02,0.042,2.3,0.088,516,0.000057,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.57,12.04,0.19,0.508,-1.67,0.19,-0.26,0.37,0.73,0.22,0.42,0,0,0,0,tran,2011,KOI-877,Cyg
878.01,4.4967,1255,33,106.8197,0.0039,23.58879,0.00063,19.5,6.9,0.0414,0.0031,0.9,0.31,5.2,0.158,568,0.000081,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,23.59,0.394,1.008,-1.82,1.68,-0.16,0.29,0.5,0.15,0.3,0,0,0,0,tran,2011,KOI-878,Cyg
880.01,4.0223,1635,40,127.1322,0.0027,26.44302,0.00052,25.1,6.9,0.0466,0.0024,0.89,0.28,4.9,0.176,569,0.000054,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,26.44,0.659,1.625,-2.02,2.79,-0.23,0.22,0.4,0.07,0.22,0,0,0,0,tran,2011,KOI-880,Cyg
880.02,6.513,3466,93,107.1236,0.0017,51.52991,0.00041,64.08,0.53,0.05485,0.00041,0.018,0.017,5.8,0.274,456,0.000046,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.09,51.53,0.659,1.625,-1.82,3.95,0.15,0.19,0.32,0.17,0.24,0,0,0,0,tran,2011,KOI-880,Cyg
880.03,2.8108,638,32,69.7841,0.0029,5.902243,0.000072,12,41,0.026,0.016,0.7,1.6,2.8,0.065,936,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,5.9,0.659,1.625,-2.24,0.69,-0.59,0.29,0.61,0.01,0.25,0,0,0,0,tran,2011,KOI-880,Cyg
880.04,2.2269,228,16,68.0797,0.0048,2.382948,0.000049,5,25,0.019,0.016,0.8,1.5,2,0.035,1275,-,4,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.29,1.35,2.38,0.659,1.625,-2.3,-0.08,-1,0.29,0.83,0,0.28,0,0,0,0,tran,2011,KOI-880,Cyg
881.01,3.9739,1693,35,140.6795,0.0029,21.02147,0.00051,41.2,1,0.0387,0.00076,0.0431,-,2.5,0.142,459,0.000085,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,21.02,0.45,1.135,-1.91,2.15,-0.26,0.26,0.46,0.11,0.26,0,0,0,0,tran,2011,KOI-881,Cyg
881.02,7.2304,2948,29,140.3562,0.0051,226.8916,0.0062,139,42,0.0598,0.0039,0.84,0.35,3.9,0.693,208,0.000072,2,NoObs,,Warm,Neptunian,gas,metals-rich,non-habitable,0.86,1.95,226.89,0.45,1.135,-0.32,3.17,0.72,0.23,0.37,0.85,0.54,0,0,0,0,tran,2011,KOI-881,Cyg
882.01,1.9042,23209,121,103.69391,0.00049,1.9568099,0.0000067,7.8,2.3,0.1511,0.0015,0.36,0.11,13.6,0.03,1176,0.000036,3,,,Hot,Jovian,gas,metals-rich,non-habitable,0.64,3.38,1.96,0.52,1.302,-2.26,14.3,0.13,0.06,0.11,0,0.05,0,0,0,0,tran,2011,KOI-882,Cyg
883.01,2.1328,33731,333,103.10127,0.00024,2.6888995,0.0000044,11.296,0.052,0.16675,0.00054,0,0.014,10,0.034,829,0.000035,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.8,2.69,0.357,0.914,-2.16,8.72,0.04,0.1,0.17,0.01,0.08,0,0,0,0,tran,2011,KOI-883,Cyg
884.01,2.8824,2809,86,110.1842,0.0011,9.439536,0.000073,24,37,0.05,0.017,0.4,1.3,3,0.082,564,0.000025,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,9.44,0.395,1.007,-2.03,2.61,-0.33,0.23,0.42,0.05,0.21,0,0,0,0,tran,2011,KOI-884,Lyr
884.02,3.5113,1879,42,111.6901,0.0021,20.47687,0.00024,53.6,1.2,0.04552,0.0008,0.019,0.03,2.7,0.137,436,0.00003,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.86,20.48,0.395,1.007,-1.86,2.7,-0.12,0.23,0.41,0.13,0.26,0,0,0,0,tran,2011,KOI-884,Lyr
884.03,2.2744,407,19,68.3065,0.0042,3.336241,0.00006,11.74,0.55,0.0207,0.00072,0.0542,-,1.2,0.041,797,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.31,1.38,3.34,0.395,1.007,-2.16,-0.05,-0.85,0.3,0.82,0.01,0.29,0,0,0,0,tran,2011,KOI-884,Lyr
886.01,2.1724,1221,25,103.1784,0.0029,8.01281,0.00016,28,256,0.035,0.04,0.4,3.4,2,0.059,488,0.000092,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,8.01,0.157,0.424,-1.72,0.23,-0.28,0.36,0.71,0.18,0.39,0,0,0,1,tran,2011,KOI-886,Cyg
887.01,2.5948,573,30,108.3458,0.0029,7.41121,0.00015,22.71,0.76,0.02269,0.00058,0.0059,-,2.3,0.075,867,0.000091,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,7.41,0.673,1.651,-2.23,0.88,-0.51,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011,KOI-887,Cyg
889.01,2.619,16292,311,102.99117,0.00034,8.884903,0.00002,36.26,0.18,0.11449,0.00035,0.03,0.017,11.7,0.083,754,0.000029,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.62,8.88,0.471,1.191,-2.09,7.34,0.16,0.12,0.19,0.03,0.11,0,0,0,0,tran,2011,KOI-889,Cyg
890.01,4.256,6795,219,109.62331,0.00052,8.09888,0.00003,15.649,0.064,0.07701,0.00026,0,0.01,7.6,0.081,878,0.000013,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.48,8.1,0.843,2.035,-2.28,6.37,-0.18,0.13,0.22,0.01,0.11,0,0,0,0,tran,2011,KOI-890,Lyr
891.01,4.9086,839,38,109.9676,0.0033,10.00634,0.00024,14,40,0.028,0.015,0.6,1.7,2.7,0.093,785,0.000021,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,10.01,0.771,1.872,-2.23,1.85,-0.57,0.25,0.49,0.02,0.22,0,0,0,0,tran,2011,KOI-891,Lyr
892.01,2.8869,1125,31,105.6161,0.003,10.37176,0.00021,24,95,0.033,0.027,0.5,2,2.8,0.09,654,0.000038,2,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,10.37,0.455,1.149,-2.06,0.98,-0.3,0.3,0.56,0.04,0.25,0,0,0,0,tran,2011,KOI-892,Lyr
893.01,4.3828,578,25,105.1843,0.0064,4.40845,0.00028,7.85,0.23,0.0233,0.00059,0.0248,-,2.6,0.054,1091,0.000079,3,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,4.41,0.798,1.94,-2.31,0.69,-0.69,0.29,0.61,0,0.24,0,0,0,0,tran,2011,KOI-893,Cyg
895.01,3.9799,13626,73,104.8936,0.0017,4.409394,0.000052,9.459,0.054,0.1066,0.0011,0.01,-,12.8,0.053,1093,0.000045,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.83,4.41,0.721,1.783,-2.26,8.94,-0.09,0.1,0.16,0.01,0.08,0,0,0,0,tran,2011,KOI-895,Cyg
896.01,4.0317,2405,64,108.5683,0.0018,16.2398,0.00021,32.61,0.45,0.04535,0.00052,0.015,0.022,3.9,0.123,578,0.000051,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,1.97,16.24,0.542,1.367,-2.02,3.27,-0.19,0.21,0.36,0.06,0.2,0,0,0,0,tran,2011,KOI-896,Cyg
896.02,3.0443,1216,47,107.0462,0.0022,6.308146,0.000095,16.7,0.36,0.0331,0.00056,0.0237,-,2.8,0.066,789,0.000058,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.92,1.72,6.31,0.542,1.367,-2.16,2.06,-0.58,0.25,0.47,0.02,0.21,0,0,0,0,tran,2011,KOI-896,Cyg
897.01,2.1494,13798,663,102.88985,0.00014,2.0523497,0.0000019,8.527,0.019,0.10906,0.00015,0.03,0.01,12,0.032,1417,0.000054,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.84,2.05,0.742,1.814,-2.33,9.02,-0.28,0.1,0.16,0,0.08,0,0,0,0,tran,2011,KOI-897,Cyg
898.01,2.5752,1798,30,108.7101,0.0026,9.77059,0.00018,31,144,0.041,0.037,0.3,2.4,3,0.074,540,0.000019,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,9.77,0.189,0.507,-1.73,0.73,-0.08,0.35,0.6,0.17,0.35,0,0,0,0,tran,2011,KOI-898,Lyr
898.02,2.054,1115,23,105.6293,0.0031,5.16991,0.00011,18,96,0.033,0.032,0.4,2.5,2.4,0.049,664,0.000023,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,5.17,0.189,0.507,-1.89,0.3,-0.4,0.34,0.69,0.08,0.31,0,0,0,0,tran,2011,KOI-898,Lyr
898.03,3.3063,1255,17,80.9862,0.0062,20.08923,0.00054,44,278,0.034,0.041,0.4,2.7,2.5,0.12,424,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,20.09,0.189,0.507,-1.45,0.36,-0.03,0.4,0.68,0.4,0.52,0,0,0,0,tran,2011,KOI-898,Lyr
899.01,2.093,791,29,107.3219,0.0023,7.11388,0.00011,24,128,0.028,0.019,0.5,2.4,1.7,0.055,510,0.000087,2,NoObs,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.22,1.25,7.11,0.129,0.351,-1.67,-0.16,-0.57,0.36,0.88,0.21,0.44,0,0,0,0,tran,2011,KOI-899,Cyg
899.02,1.8687,477,25,67.3709,0.0028,3.306569,0.000039,13.34,0.53,0.02123,0.00066,0.0214,-,1.3,0.033,658,-,4,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,0.96,0.96,3.31,0.129,0.351,-1.87,-0.33,-0.94,0.32,0.98,0.08,0.35,0,0,0,0,tran,2011,KOI-899,Cyg
899.03,2.4349,726,21,80.3944,0.0037,15.36813,0.00026,35,221,0.029,0.036,0.7,2,1.7,0.091,397,-,4,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.25,1.29,15.37,0.129,0.351,-1.34,-0.13,-0.37,0.42,0.86,0.5,0.63,0,0,0,0,tran,2011,KOI-899,Cyg
900.01,3.0479,1282,24,105.3395,0.0038,13.81001,0.00056,39.4,1.7,0.0334,0.0011,0.056,0.01,4.3,0.116,798,0.000019,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,1.98,13.81,0.866,2.115,-2.21,3.33,-0.39,0.2,0.36,0.02,0.17,0,0,0,0,tran,2011,KOI-900,Lyr
901.01,1.9512,6298,123,109.93915,0.00052,12.732557,0.000046,53.09,0.54,0.07377,0.00054,0.009,0.02,4.4,0.089,463,0.000016,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.94,12.73,0.202,0.539,-1.67,3.12,0.08,0.22,0.37,0.22,0.29,0,0,0,0,tran,2011,KOI-901,Lyr
902.01,6.9808,7810,90,169.8066,0.0014,83.9042,0.0017,107.2,1.1,0.07978,0.00066,0.005,0.01,5.7,0.324,270,0.000021,2,,,Warm,Neptunian,gas,metals-rich,non-habitable,0.86,1.95,83.91,0.192,0.512,-0.31,3.17,0.77,0.23,0.37,0.77,0.53,0,0,0,0,tran,2011,KOI-902,Lyr
904.01,1.8541,563,20,103.1507,0.0031,2.211073,0.000047,7,33,0.027,0.028,0.7,1.8,2.1,0.029,960,0.000029,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.47,2.21,0.289,0.752,-2.12,0.06,-0.78,0.31,0.77,0.01,0.28,0,0,0,0,tran,2011,KOI-904,Lyr
904.02,3.255,1537,20,111.8263,0.0045,27.93886,0.00095,58,299,0.038,0.042,0.6,2.1,3,0.159,410,0.000022,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,27.95,0.289,0.752,-1.58,0.85,0.1,0.36,0.58,0.3,0.42,0,0,0,1,tran,2011,KOI-904,Lyr
906.01,2.5473,803,24,107.1339,0.0033,7.15684,0.00016,18,83,0.031,0.029,0.7,1.7,2.8,0.071,759,0.000041,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,7.16,0.456,1.156,-2.11,0.69,-0.46,0.31,0.61,0.02,0.26,0,0,0,0,tran,2011,KOI-906,Cyg
907.01,4.1177,886,26,109.117,0.0039,16.51385,0.0007,32.2,1,0.02811,0.00071,0.03,0.052,3.5,0.13,738,0.000085,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,16.51,0.841,2.057,-2.18,2.42,-0.47,0.23,0.43,0.02,0.2,0,0,0,0,tran,2011,KOI-907,Cyg
907.02,5.0796,806,21,123.386,0.0058,30.1324,0.002,48.4,1.7,0.02725,0.00087,0.025,0.01,3.4,0.194,604,0.000089,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,30.13,0.841,2.057,-2.08,2.61,-0.31,0.23,0.42,0.05,0.21,0,0,0,0,tran,2011,KOI-907,Cyg
