P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
1499.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,14.16,0.62,1.546,-2.11,0.88,-0.36,0.3,0.57,0.03,0.25,0,0,0,0,tran,2011
1499.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.65,0.65,0.84,0.62,1.546,-2.3,-0.41,-1.43,0.27,0.8,0,0.28,0,0,0,0,tran,2011
1499.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.95,0.95,6.21,0.62,1.546,-2.2,-0.33,-1.12,0.29,0.97,0.01,0.3,0,0,0,0,tran,2011
1501.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,2.62,0.369,0.946,-2.16,-0.08,-0.89,0.3,0.83,0.01,0.29,0,0,0,0,tran,2011
1503.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,150.24,0.57,1.413,-1.08,2.77,0.35,0.25,0.4,0.67,0.52,0,0,0,0,tran,2011
1505.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,5.03,0.738,1.797,-2.28,0.62,-0.66,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011
1506.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,40.43,0.671,1.644,-1.91,1.85,-0.22,0.27,0.49,0.12,0.28,0,0,0,0,tran,2011
1507.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,21.36,0.838,2.025,-2.15,1.33,-0.37,0.28,0.53,0.04,0.24,0,0,0,0,tran,2011
1508.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.05,1.78,22.05,0.689,1.684,-2.07,1.7,-0.35,0.27,0.5,0.05,0.24,0,0,0,0,tran,2011
1510.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.32,1.39,0.84,0.363,0.93,-2.23,-0.03,-1,0.29,0.81,0,0.28,0,0,0,0,tran,2011
1511.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.56,2.58,0.629,1.547,-2.29,0.18,-0.87,0.29,0.73,0,0.27,0,0,0,0,tran,2011
1515.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.99,0.99,1.94,0.19,0.509,-2.04,-0.32,-1.05,0.3,0.99,0.02,0.31,0,0,0,0,tran,2011
1515.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,7.06,0.231,0.61,-1.9,-0.02,-0.58,0.33,0.8,0.08,0.34,0,0,0,0,tran,2011
1516.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,20.55,0.939,2.254,-2.19,1.68,-0.46,0.26,0.5,0.03,0.23,0,0,0,0,tran,2011
1517.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,40.07,0.841,2.04,-2.02,2.03,-0.33,0.26,0.48,0.08,0.25,0,0,0,0,tran,2011
1518.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,27.51,0.644,1.582,-2,0.41,-0.35,0.33,0.67,0.08,0.31,0,0,0,0,tran,2011
1519.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,5.14,0.411,1.046,-2.12,-0.04,-0.77,0.31,0.81,0.02,0.3,0,0,0,0,tran,2011
1520.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,18.46,0.547,1.369,-2.02,0.32,-0.43,0.32,0.69,0.06,0.3,0,0,0,0,tran,2011
1521.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.66,25.94,0.468,1.184,-1.87,0.35,-0.3,0.34,0.68,0.12,0.34,0,0,0,0,tran,2011
1522.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,33.39,0.749,1.836,-2.01,0.71,-0.25,0.32,0.6,0.08,0.29,0,0,0,0,tran,2011
1525.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,7.71,1.501,3.533,-2.39,0.79,-0.73,0.28,0.59,0,0.24,0,0,0,0,tran,2011
1526.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,4.44,0.872,2.102,-2.33,-0.07,-0.97,0.28,0.83,0,0.29,0,0,0,0,tran,2011
1527.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,192.67,0.85,2.101,-1.36,2.98,0.27,0.23,0.38,0.47,0.43,0,0,0,0,tran,2011
1528.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.95,0.95,3.99,0.467,1.173,-2.19,-0.33,-1.13,0.29,0.97,0.01,0.3,0,0,0,0,tran,2011
1529.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,17.98,0.93,2.233,-2.21,0.43,-0.54,0.3,0.66,0.02,0.27,0,0,0,1,tran,2011
1529.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.09,1.09,11.87,0.93,2.233,-2.26,-0.27,-1.02,0.29,0.95,0.01,0.3,0,0,0,1,tran,2011
1530.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,12.98,0.944,2.271,-2.25,0.31,-0.65,0.3,0.69,0.02,0.27,0,0,0,0,tran,2011
1531.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,5.7,0.867,2.104,-2.3,-0.04,-0.92,0.29,0.81,0.01,0.28,0,0,0,0,tran,2011
1532.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,18.11,1.175,2.808,-2.26,0.55,-0.57,0.29,0.63,0.02,0.26,0,0,0,0,tran,2011
1533.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,6.24,0.975,2.339,-2.33,0.12,-0.85,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011
1534.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,20.42,1.007,2.409,-2.22,0.1,-0.67,0.3,0.76,0.02,0.29,0,0,0,0,tran,2011
1534.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.95,0.95,7.64,1.007,2.409,-2.32,-0.33,-1.16,0.28,0.97,0.01,0.3,0,0,0,0,tran,2011
1535.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,70.7,1,2.412,-1.93,0.62,-0.19,0.33,0.62,0.12,0.32,0,0,0,0,tran,2011
1536.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.22,1.25,3.74,0.885,2.166,-2.31,-0.16,-1.05,0.28,0.88,0,0.29,0,0,0,0,tran,2011
1537.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.82,0.82,10.19,0.912,2.211,-2.26,-0.38,-1.21,0.28,0.9,0.01,0.3,0,0,0,0,tran,2011
1546.01,Hot,Jovian,gas,metals-rich,non-habitable,0.73,2.63,0.92,0.588,1.454,-2.32,7.42,-0.49,0.11,0.19,0,0.09,0,0,0,0,tran,2011
1547.01,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.82,30.69,0.654,1.598,-1.97,8.86,0.62,0.1,0.16,0.1,0.13,0,0,0,0,tran,2011
1549.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.47,5.9,29.48,0.749,1.848,-2.04,81.33,2.93,0.01,0.03,0.06,0.04,0,0,0,0,tran,2011
1552.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.71,2.77,77.63,0.452,1.17,-1.33,8.46,1.2,0.1,0.17,0.5,0.32,0,0,0,0,tran,2011
1553.01,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.39,52.76,0.814,1.969,-1.92,5.71,0.33,0.14,0.24,0.12,0.18,0,0,0,0,tran,2011
1557.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,3.3,0.358,0.92,-2.14,1.33,-0.53,0.28,0.53,0.01,0.23,0,0,0,0,tran,2011
1557.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,9.65,0.358,0.92,-1.99,0.79,-0.29,0.32,0.59,0.06,0.27,0,0,0,0,tran,2011
1557.03,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,5.32,0.358,0.92,-2.08,0.98,-0.38,0.3,0.56,0.03,0.24,0,0,0,0,tran,2011
1557.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.05,1.06,1.5,0.358,0.92,-2.19,-0.29,-1.12,0.29,0.97,0.01,0.3,0,0,0,0,tran,2011
1558.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.55,4.44,32.5,0.765,1.87,-2.01,30.8,1.87,0.03,0.05,0.08,0.07,0,0,0,0,tran,2011
1561.01,Hot,Jovian,gas,metals-rich,non-habitable,0.59,3.91,9.09,0.778,1.892,-2.24,21.21,0.81,0.04,0.07,0.01,0.04,0,0,0,0,tran,2011
1563.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,5.49,0.489,1.251,-2.13,2.42,-0.52,0.23,0.43,0.02,0.2,0,0,0,0,tran,2011
1563.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,8.29,0.489,1.251,-2.08,2.14,-0.49,0.25,0.47,0.03,0.22,0,0,0,0,tran,2011
1563.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,3.21,0.489,1.251,-2.18,0.56,-0.65,0.3,0.63,0.01,0.25,0,0,0,0,tran,2011
1563.04,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.82,16.74,0.489,1.251,-1.96,2.52,-0.26,0.24,0.43,0.07,0.23,0,0,0,0,tran,2011
1564.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.06,53.45,0.656,1.611,-1.8,3.77,0.14,0.19,0.33,0.18,0.25,0,0,0,0,tran,2011
1567.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.9,7.24,0.515,1.31,-2.11,0.94,-0.41,0.3,0.56,0.02,0.24,0,0,0,0,tran,2011
1567.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,4.65,0.515,1.31,-2.16,0.42,-0.64,0.3,0.66,0.01,0.26,0,0,0,0,tran,2011
1567.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,17.33,0.515,1.31,-1.97,0.7,-0.27,0.32,0.6,0.07,0.29,0,0,0,0,tran,2011
1567.04,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.2,1.84,44.84,0.515,1.31,-1.69,1.35,0,0.32,0.52,0.23,0.36,0,0,0,0,tran,2011
1569.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.15,1.82,13.75,0.355,0.913,-1.92,1.47,-0.23,0.29,0.52,0.09,0.27,0,0,0,0,tran,2011
1570.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.17,1.83,6.34,0.708,1.733,-2.25,1.42,-0.58,0.27,0.52,0.01,0.22,0,0,0,0,tran,2011
1572.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,9.8,0.681,1.663,-2.2,0.85,-0.45,0.29,0.58,0.02,0.25,0,0,0,0,tran,2011
1573.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.17,24.81,0.811,1.963,-2.11,4.38,-0.08,0.17,0.29,0.05,0.16,0,0,0,0,tran,2011
1573.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,7.14,0.811,1.963,-2.28,0.08,-0.81,0.29,0.76,0.01,0.28,0,0,0,0,tran,2011
1574.01,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.23,114.74,0.627,1.544,-1.38,4.71,0.59,0.17,0.28,0.46,0.36,0,0,0,0,tran,2011
1574.02,Warm,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,573.96,0.627,1.544,0.54,2.03,0.62,0.31,0.48,0.56,0.52,0,0,0,0,tran,2011
1574.03,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.78,0.78,5.83,0.627,1.544,-2.23,-0.39,-1.24,0.28,0.88,0.01,0.3,0,0,0,0,tran,2011
1576.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,10.42,0.726,1.799,-2.19,2.03,-0.58,0.25,0.48,0.02,0.21,0,0,0,0,tran,2011
1576.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,13.08,0.726,1.799,-2.16,1.33,-0.45,0.28,0.53,0.02,0.23,0,0,0,0,tran,2011
1576.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.5,23.34,0.726,1.799,-2.07,0.09,-0.58,0.32,0.76,0.05,0.31,0,0,0,0,tran,2011
1577.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.22,1.25,2.81,0.197,0.528,-2,-0.16,-0.82,0.32,0.88,0.03,0.31,0,0,0,0,tran,2011
1581.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,29.54,0.558,1.387,-1.91,0.69,-0.18,0.33,0.61,0.11,0.31,0,0,0,0,tran,2011
1581.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,144.54,0.558,1.387,-1.09,1.51,0.28,0.35,0.51,0.66,0.58,0,0,0,0,tran,2011
1582.01,Warm,Jovian,gas,metals-rich,non-habitable,0.78,2.34,186.4,0.584,1.446,-0.91,5.38,0.95,0.15,0.25,0.79,0.45,0,0,0,0,tran,2011
1583.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.77,8.05,0.673,1.648,-2.22,0.57,-0.57,0.3,0.63,0.01,0.26,0,0,0,0,tran,2011
1584.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.45,5.87,0.238,0.63,-1.94,0.04,-0.58,0.33,0.78,0.06,0.32,0,0,0,0,tran,2011
1585.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,19.18,0.64,1.574,-2.07,0.79,-0.3,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
1586.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.45,6.99,0.33,0.85,-2.02,0.03,-0.64,0.32,0.78,0.05,0.31,0,0,0,0,tran,2011
1587.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.64,3.38,52.97,0.482,1.217,-1.62,14.3,1.54,0.06,0.11,0.28,0.19,0,0,0,0,tran,2011
1588.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.19,1.22,3.52,0.188,0.502,-1.96,-0.19,-0.8,0.32,0.89,0.05,0.32,0,0,0,0,tran,2011
1589.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,8.73,0.829,2.016,-2.26,0.6,-0.6,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011
1589.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,12.88,0.829,2.016,-2.22,0.79,-0.48,0.29,0.59,0.02,0.25,0,0,0,0,tran,2011
1589.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,27.43,0.829,2.016,-2.1,0.79,-0.31,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
1589.04,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.19,1.22,4.22,0.829,2.016,-2.31,-0.19,-1.05,0.28,0.89,0,0.29,0,0,0,0,tran,2011
1589.05,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,44.55,0.829,2.016,-1.98,0.43,-0.31,0.33,0.66,0.09,0.32,0,0,0,0,tran,2011
1590.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.5,13,0.401,1.025,-1.98,0.09,-0.54,0.33,0.76,0.07,0.32,0,0,0,0,tran,2011
1590.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.15,1.17,2.36,0.401,1.025,-2.19,-0.22,-1.03,0.29,0.92,0.01,0.3,0,0,0,0,tran,2011
1590.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.12,1.13,4.75,0.401,1.025,-2.13,-0.25,-0.97,0.3,0.93,0.02,0.3,0,0,0,0,tran,2011
1591.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.05,1.78,19.66,0.474,1.192,-1.95,1.7,-0.26,0.28,0.5,0.09,0.27,0,0,0,0,tran,2011
1593.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,9.69,0.688,1.682,-2.2,0.6,-0.53,0.3,0.62,0.02,0.26,0,0,0,0,tran,2011
1593.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,15.38,0.688,1.682,-2.14,0.41,-0.49,0.31,0.67,0.03,0.28,0,0,0,0,tran,2011
1595.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,40.11,0.738,1.799,-1.96,1.68,-0.23,0.28,0.5,0.1,0.27,0,0,0,0,tran,2011
1596.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.1,1.11,5.92,0.177,0.475,-1.85,-0.26,-0.79,0.33,0.94,0.1,0.36,0,0,0,0,tran,2011
1596.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,105.35,0.516,1.385,-1.38,0.16,-0.12,0.42,0.74,0.46,0.57,0,0,0,0,tran,2011
1597.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.32,1.88,7.8,1.295,3.094,-2.34,1.12,-0.66,0.27,0.54,0,0.23,0,0,0,0,tran,2011
1598.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,56.47,0.684,1.676,-1.8,2.14,-0.16,0.26,0.47,0.18,0.31,0,0,0,0,tran,2011
1598.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,92.88,0.684,1.676,-1.58,0.88,0.12,0.36,0.57,0.32,0.43,0,0,0,0,tran,2011
1598.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,13.93,0.684,1.676,-2.15,-0.03,-0.73,0.31,0.81,0.03,0.3,0,0,0,0,tran,2011
1599.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,20.42,0.687,1.687,-2.09,0.5,-0.4,0.31,0.65,0.05,0.28,0,0,0,0,tran,2011
1601.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.47,10.35,0.628,1.545,-2.17,0.06,-0.7,0.3,0.77,0.02,0.29,0,0,0,0,tran,2011
1601.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.69,62.91,0.628,1.545,-1.7,0.39,-0.14,0.36,0.67,0.24,0.41,0,0,0,0,tran,2011
1602.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,9.98,0.661,1.62,-2.19,0.17,-0.67,0.3,0.74,0.02,0.28,0,0,0,0,tran,2011
1603.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,3.02,0.871,2.1,-2.35,0.12,-0.93,0.28,0.75,0,0.27,0,0,0,0,tran,2011
1606.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,5.08,0.661,1.639,-2.23,0.07,-0.82,0.3,0.77,0.01,0.28,0,0,0,0,tran,2011
1608.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,9.18,0.975,2.343,-2.29,0.28,-0.73,0.29,0.7,0.01,0.27,0,0,0,0,tran,2011
1608.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.49,19.74,0.975,2.343,-2.21,0.08,-0.69,0.3,0.77,0.02,0.29,0,0,0,0,tran,2011
1609.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,41.7,0.924,2.221,-2.05,0.79,-0.24,0.31,0.59,0.07,0.28,0,0,0,0,tran,2011
1612.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.78,0.78,2.47,1.059,2.573,-2.35,-0.39,-1.35,0.27,0.88,0,0.29,0,0,0,0,tran,2012
1613.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.05,1.06,15.87,0.821,2.003,-2.18,-0.29,-0.99,0.29,0.97,0.03,0.31,0,0,0,0,tran,2012
1615.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.14,1.16,1.34,0.891,2.167,-2.36,-0.23,-1.2,0.27,0.92,0,0.29,0,0,0,0,tran,2012
1616.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.28,1.33,13.93,0.914,2.221,-2.22,-0.1,-0.83,0.3,0.84,0.02,0.3,0,0,0,0,tran,2012
1618.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.77,0.77,2.36,1.076,2.601,-2.36,-0.39,-1.36,0.27,0.87,0,0.29,0,0,0,0,tran,2012
1619.01,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.8,0.8,20.67,0.334,0.858,-1.78,-0.38,-1.01,0.32,0.89,0.17,0.41,0,0,0,0,tran,2012
1621.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,20.31,1.407,3.424,-2.24,0.86,-0.51,0.29,0.57,0.01,0.24,0,0,0,0,tran,2012
1622.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,69.84,2.595,6.061,-2.27,2.42,-0.48,0.23,0.43,0.02,0.2,0,0,0,0,tran,2012
1626.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,2.53,0.607,1.513,-2.26,0.46,-0.76,0.29,0.66,0,0.26,0,0,0,0,tran,2012
1627.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,10.3,0.511,1.289,-2.08,0.68,-0.39,0.31,0.61,0.04,0.26,0,0,0,0,tran,2012
1627.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.45,5.94,0.511,1.289,-2.15,0.03,-0.76,0.3,0.78,0.02,0.29,0,0,0,0,tran,2012
1628.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.17,1.83,19.75,1.012,2.441,-2.2,1.42,-0.45,0.27,0.52,0.02,0.23,0,0,0,0,tran,2012
1629.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,4.41,0.886,2.167,-2.3,-0.02,-0.94,0.29,0.8,0,0.28,0,0,0,0,tran,2012
1630.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,11.3,0.62,1.53,-2.15,0.15,-0.64,0.31,0.74,0.03,0.29,0,0,0,0,tran,2012
1632.01,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.27,1.31,4.59,1.149,2.745,-2.37,-0.11,-1.04,0.28,0.85,0,0.29,0,0,0,0,tran,2012
1633.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,32.3,0.485,1.217,-1.81,0.16,-0.35,0.35,0.74,0.16,0.38,0,0,0,0,tran,2012
1637.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,2.97,0.307,0.785,-2.12,-0.06,-0.81,0.31,0.82,0.02,0.29,0,0,0,0,tran,2012
1639.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.31,9.98,0.9,2.166,-2.27,-0.11,-0.89,0.29,0.85,0.01,0.29,0,0,0,0,tran,2012
1641.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.31,4.85,0.779,1.892,-2.3,-0.11,-0.96,0.29,0.85,0.01,0.29,0,0,0,0,tran,2012
1643.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,11.05,0.844,2.047,-2.24,0.47,-0.6,0.3,0.65,0.01,0.26,0,0,0,0,tran,2012
1646.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.94,0.94,3.72,0.413,1.052,-2.16,-0.34,-1.12,0.29,0.97,0.01,0.3,0,0,0,0,tran,2012
1647.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,14.97,0.836,2.043,-2.19,0.38,-0.57,0.3,0.67,0.02,0.27,0,0,0,0,tran,2012
1647.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,32.28,0.836,2.043,-2.06,0.37,-0.41,0.32,0.68,0.06,0.3,0,0,0,0,tran,2012
1647.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.08,1.08,6.33,0.836,2.043,-2.28,-0.27,-1.08,0.28,0.96,0.01,0.3,0,0,0,0,tran,2012
1648.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,38.33,0.488,1.223,-1.75,-0.08,-0.49,0.35,0.83,0.2,0.42,0,0,0,0,tran,2012
1649.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.05,1.06,4.04,0.194,0.517,-1.95,-0.29,-0.91,0.32,0.97,0.05,0.33,0,0,0,0,tran,2012
1650.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,6.53,0.571,1.424,-2.18,0.89,-0.48,0.29,0.57,0.02,0.24,0,0,0,0,tran,2012
1651.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,51.3,0.761,1.849,-1.9,1.16,-0.1,0.31,0.54,0.13,0.31,0,0,0,0,tran,2012
1655.01,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.34,1.43,0.94,0.76,1.857,-2.35,0.01,-1.09,0.28,0.79,0,0.28,0,0,0,0,tran,2012
1656.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,51.39,0.853,2.067,-1.95,0.6,-0.22,0.33,0.62,0.11,0.32,0,0,0,0,tran,2012
1659.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,29.54,1.08,2.573,-2.18,1.16,-0.35,0.29,0.54,0.04,0.24,0,0,0,0,tran,2012
1660.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.69,35.64,0.718,1.75,-1.98,0.39,-0.33,0.33,0.67,0.09,0.32,0,0,0,0,tran,2012
1662.01,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.38,1.5,0.78,0.504,1.259,-2.29,0.09,-1.01,0.29,0.76,0,0.27,0,0,0,0,tran,2012
1665.01,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.13,1.14,6.93,0.805,1.949,-2.28,-0.24,-1.03,0.28,0.93,0.01,0.3,0,0,0,0,tran,2012
1665.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.96,0.96,5.91,0.805,1.949,-2.29,-0.33,-1.15,0.28,0.98,0.01,0.3,0,0,0,0,tran,2012
1669.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,61.04,0.983,2.356,-1.97,0.62,-0.21,0.33,0.62,0.11,0.31,0,0,0,0,tran,2012
1672.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,33.87,0.295,0.768,-1.5,0.31,-0.08,0.39,0.69,0.36,0.5,0,0,0,0,tran,2012
1675.01,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.59,14.62,0.646,1.586,-2.13,7.09,0.17,0.12,0.2,0.04,0.11,0,0,0,0,tran,2012
1677.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.77,52.07,0.627,1.544,-1.78,0.58,-0.11,0.35,0.63,0.19,0.37,0,0,0,0,tran,2012
1677.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.81,0.81,8.51,0.627,1.544,-2.19,-0.38,-1.18,0.28,0.9,0.02,0.3,0,0,0,0,tran,2012
